MLS No,Latitude,Longitude
BA323909742,38.262621,-122.0304556
ME224039359,38.0040391,-121.2998147
BA324007531,38.3713441,-121.9402553
ME224008593,37.9528569,-121.2346684
41050623,37.3328501,-121.7847098
ME223055083,37.9787743,-121.3280864
BA323030594,38.417537,-122.6915534
BA323001203,38.3980539,-121.9694338
ML81912196,36.6703255,-121.6459125
ML81967799,37.2377432,-121.8267228
ME223092308,37.66277669999999,-120.9867089
ME223080302,38.0087291,-121.3107997
ME222135105,37.9715177,-121.3291039
ME223099538,38.8060746,-121.3629224
ME223054291,38.3931197,-121.443134
ME224024418,38.4391879,-121.3884763
41014721,37.5714461,-122.0159128
ME224044799,37.9069598,-121.3142024
41041894,37.7976995,-122.244096
ME224075072,38.5918708,-121.2916466
ME222136710,38.788888,-121.3500549
BA323023678,38.1072496,-122.2537569
41036738,37.7587076,-122.1829751
ME223007326,38.7854704,-121.3890814
ME223014153,38.4118342,-121.3775125
ME223086518,38.7441053,-121.2860905
41067187,37.9769334,-122.3331424
ME223036861,37.9361333,-121.2430258
ME223089538,38.3836699,-121.4382301
ME223029405,38.776224,-121.3659283
ME223110865,37.9577016,-121.2907796
ME223017932,37.6775644,-120.9459079
ME223051811,38.7904323,-121.3706269
ME222138369,37.6611601,-121.023056
ME224020188,37.6372807,-120.9704183
ML81968426,37.1991337,-121.7394691
41053144,37.6877191,-121.7500808
ME223048116,38.5479372,-121.2340329
ME224042724,38.7740627,-121.3398546
41059203,37.8304842,-122.2768193
ML81954680,37.362018,-122.0104785
ME223069077,38.0182069,-121.2878757
ME223044064,38.4175247,-121.3614193
ME224035641,37.911702,-121.3144464
41036678,38.1127115,-122.2335065
41040807,37.5852178,-122.038244
41043749,37.6267992,-122.0797214
ML81947062,37.338505,-121.9986762
ME223025648,37.703797,-121.0321834
ML81912622,37.3407106,-122.028974
ML81950850,37.5414388,-122.287829
41019237,37.8146925,-121.2289787
41055814,37.4024231,-122.024811
41041649,37.9354549,-122.321127
ME223117076,38.596453,-121.2964463
ME223024205,38.7001585,-121.2658108
ME224050817,37.6608703,-120.9417819
ME223012513,38.4221851,-121.3568197
ME224036840,37.6392595,-120.9970014
ME223067582,37.6937017,-120.9891333
ME223022682,38.4492592,-121.3875504
ME223082914,38.0049424,-121.2753041
ME223091806,37.6952009,-120.9743003
ML81937936,37.540772,-122.2868199
ME224005844,37.6044335,-121.0154
41050987,37.6717757,-121.7835862
ML81960989,37.2447131,-121.8410713
ME224000805,37.928661,-121.2748275
ME222110501,38.8053094,-121.3708945
ME223063617,38.4285624,-121.4455583
ME223098656,38.6179924,-121.2822395
ML81907975,37.6861522,-120.9536266
CRMC24004579,37.3505001,-120.4749203
BA323052427,38.3321929,-121.9634019
BA323028000,38.2676935,-122.046555
BA322092099,38.447976,-122.7445123
ME223064466,37.8057121,-121.1908334
ME224045144,38.435231,-121.3754557
ME223013486,37.9283876,-121.2852038
41016073,37.67459059999999,-121.7782075
ML81967182,37.3039337,-121.7712238
ML81950895,37.2987354,-122.0152946
ME224047111,38.7318232,-121.3759393
ME224010815,38.7849554,-121.3224842
ME223117886,37.7622579,-121.2143875
ME223007733,38.0498188,-121.2722982
ME223057735,38.7907222,-121.3320371
ML81966122,37.3366695,-121.874395
ME224071199,38.0162622,-121.3494685
ME223110758,37.6938295,-121.0037566
ME224057789,37.6595356,-121.0441723
ME223008858,37.6744918,-121.0260383
ML81923416,37.3289739,-120.4617694
ME223101874,38.75942200000001,-121.379304
SF423914864,37.8390924,-122.2530203
41027416,37.7223082,-121.7312954
ME224020619,37.61777319999999,-120.9614011
ME223094753,38.0171787,-121.3059396
ML81964198,37.310362,-121.783921
ML81906351,37.3982665,-121.9905472
ME223106061,38.7498036,-121.2755661
ME224067927,38.69951409999999,-121.3112085
ME224022015,38.0409612,-121.339286
41017167,37.3009238,-122.0193823
ME222147946,38.046761,-121.3956938
ME222149883,38.6984792,-121.3103668
ME224048964,38.0176092,-121.303448
ME223006433,37.6758577,-120.9444041
ML81919901,36.6755119,-121.6752736
ME222122097,37.9225473,-121.3168643
41057216,37.6152139,-122.0319136
ME222117931,37.9249425,-121.298707
BA323039165,38.3013379,-121.9730832
ME223091982,37.980318,-121.3057615
ME223113746,38.7698909,-121.3647642
ME224016148,37.9589188,-121.3267529
ME222112418,38.70097700000001,-121.3216171
CRMC22189259,37.324006,-120.4630064
ME223061357,37.6363946,-121.0130913
ME223028593,38.053221,-121.3397957
ME224025755,38.0476343,-121.3672001
ME222145706,37.6238777,-121.0309278
ME223052233,38.0514889,-121.269757
41057278,37.6393262,-122.0461019
ML81970733,37.306805,-121.9231678
ME223011920,37.6982972,-120.963723
41053359,37.5610841,-122.01903
ML81941860,37.4174179,-121.8604414
ML81930098,37.3249721,-121.8276445
ME223039417,37.9998903,-121.3050053
ME223085873,38.6091265,-121.2853445
ME223066935,38.76739999999999,-121.2765803
ML81971547,36.6942288,-121.6548209
41054098,37.6228624,-122.0463738
ME223020419,38.7647808,-121.3270523
ME224075639,37.6488126,-120.9383264
ME224001040,38.051519,-121.270982
ME224060107,38.0246083,-121.298519
ME224056721,38.0090226,-121.2957383
ME222141850,37.9716722,-121.294174
41052709,37.5883132,-122.0560611
ME223043836,38.5875868,-121.253598
41065493,37.8426036,-122.2639956
ME222145572,38.798957,-121.3882717
41035637,37.4908064,-121.9223926
ME224016258,38.7369939,-121.2820108
ME223012363,37.6864661,-121.0168679
ME224037770,38.0010072,-121.3347934
41066465,37.6245173,-122.0858407
ME223080912,37.9035133,-121.3230115
ME224086113,38.782616,-121.3297461
ME224058119,37.67536,-120.9814998
41030812,37.6658944,-121.7844665
ME222133430,37.9588007,-121.3115595
ME224021824,37.6114037,-120.9859668
41050165,37.6184804,-122.0395895
ME223002055,37.6441219,-120.9700525
41049659,37.7953643,-122.2386891
ME223113032,38.792527,-121.375365
ML81944144,37.3953521,-122.0033157
ME223069995,37.6663314,-120.9785803
ME222125426,37.3268106,-120.4581693
ML81932876,37.54225150000001,-122.2882277
BA322098456,38.45928,-122.7129824
ML81935320,37.3143511,-121.901558
CRMC24071091,37.6574721,-121.0128116
41030157,37.9222425,-122.3304243
ME223108851,38.7682679,-121.2744063
ME224011503,38.8073327,-121.3538185
ML81965275,36.7149647,-121.6397763
ML81918500,37.347361,-121.7884906
ME223070844,38.677028,-121.2827971
ME223002169,38.776954,-121.3403037
ME223018076,37.7059851,-121.4378939
41011874,37.2305226,-121.7841433
ME223061464,38.4014063,-121.3436599
ML81948501,37.381214,-121.8309564
ME223001250,38.771629,-121.3753586
BA324007135,38.3661159,-121.948635
41020964,37.6392576,-122.0951697
ME223030004,38.7842992,-121.2926339
ME224082388,37.9343448,-121.2562633
BA324001880,38.27042280000001,-122.0106996
ME223002338,37.9745977,-121.3111844
ME224002808,37.9693193,-121.32434
ME224049073,38.0378518,-121.3635339
ME222147391,38.7588744,-121.3078654
BA324009472,38.33605680000001,-121.9608426
ML81924853,37.5571959,-122.3076561
ME223065415,37.8356811,-121.2426782
41051374,37.6977193,-121.4274814
ML81974228,37.2927399,-121.8943929
ME224009289,38.7711943,-121.3957689
ME224037267,38.7292902,-121.3746318
ML81955746,37.966856,-121.3328905
ME224029098,37.6994344,-121.0281064
41039044,38.4052745,-121.942267
41044571,37.8051264,-122.1959558
ME223116830,37.5716808,-122.0498297
ME222150166,38.449919,-121.3776834
ME223073802,38.7697189,-121.3617575
41037981,37.9275481,-122.3336251
ML81942180,37.53622970000001,-122.3157341
ME224022725,38.798184,-121.374627
ML81912162,37.3382127,-121.930722
ME223029179,38.0352206,-121.298199
ME223062589,38.40522259999999,-121.3618555
ME223070610,38.7736257,-121.2907152
ME223001773,38.55891980000001,-121.216869
BA324026814,38.425608,-122.5761937
ML81969166,36.7257764,-121.6463649
ML81948817,37.2664336,-121.8196732
41061335,37.668722,-121.7765109
ME223070381,38.3954725,-121.3637501
ME223052799,37.810206,-121.259578
ME223014131,38.0541787,-121.3389956
ME224065275,38.7912463,-121.2840474
ME223097004,38.7741478,-121.3643227
CRMC23224066,37.3279785,-120.4463981
ME223032137,37.6962672,-121.0197799
ML81959372,36.6797656,-121.6715412
CRMC23005701,37.3500837,-120.47645
ME224032916,38.0393792,-121.2774662
ML81962926,38.411639,-121.4159519
BA324004537,38.3573303,-121.9493
ME222141790,38.762046,-121.3506032
ME222093555,37.8195636,-121.2294983
ML81908212,38.7692532,-121.3643661
41057726,37.6056522,-121.0249945
41047517,38.02949760000001,-121.3117382
ME224004309,37.6697627,-120.9611294
ME223080557,38.6867732,-121.2933472
ME223063841,38.7286509,-121.2942703
BA324061420,38.4514238,-122.6944217
ME223040091,38.71444049999999,-121.2601553
ME224087702,37.6731546,-120.9310629
BA323009623,38.272065,-122.0265572
ME223114764,37.735707,-121.4218903
ML81960530,37.2949393,-121.9944234
ME224038161,37.6620364,-120.9481766
41024721,38.1230289,-122.2353613
BA323913965,38.3588779,-121.9457096
41063132,37.6257564,-122.0480795
ME223043874,38.7643326,-121.2252884
ME224004120,37.6720794,-120.9824018
BA324048698,38.1493819,-122.2297804
ME223093723,38.3993284,-121.4779536
41050446,37.5417619,-121.9629227
ME223113441,38.0298046,-121.3250254
ML81977541,37.2536432,-121.8493441
ML81940978,36.6833083,-121.6591347
41029097,37.9235771,-122.3349851
41044822,37.673563,-122.0771569
ME223033313,38.0554877,-121.3292572
ME223078081,38.7547971,-121.2304409
ME223039564,38.052425,-121.27005
41047245,37.583808,-122.0037081
BA324035023,38.0913042,-122.2137345
ME224066853,38.73652,-121.2880504
ME224058367,38.3925584,-121.405754
ML81959696,37.5261628,-121.9769367
ME224002893,37.7867821,-121.223299
ME223022195,38.4479949,-121.3751078
ME224030487,38.55666,-121.231202
ME223017938,38.0346817,-121.3002313
BA324060799,38.3525259,-121.9447953
ME223014104,38.0185996,-121.3484346
ML81952952,37.5752153,-122.0131072
ME223053055,38.0475123,-121.404432
ML81951325,36.7157318,-121.6414415
ML81912008,38.0262608,-121.2909111
ME222150202,37.9259636,-121.3066205
BA324046263,38.149662,-122.2669113
41037700,37.6700192,-121.7750509
ME224029076,37.6624139,-121.0164893
ME222148829,38.3871786,-121.4297162
ME223076148,38.7231808,-121.2967774
ME224083596,37.9724455,-121.2809925
ME223026247,37.6339266,-121.0192625
BA322105862,38.2641478,-122.028688
ME223072069,38.4071834,-121.4471239
ME224039030,38.73314790000001,-121.3749831
ME223091886,38.7352329,-121.2852791
41056217,37.6555393,-122.0990447
ME222144785,38.769081,-121.2430837
ME223110499,37.9764809,-121.2998753
BA322096068,38.4531672,-122.7147025
BA323048944,38.4285746,-122.7180051
ME224005542,38.7742416,-121.3890434
ME223094617,38.8077613,-121.3424805
41032561,37.3588798,-121.9123445
ME223073233,38.3998746,-121.3474784
ME223069157,38.4193074,-121.4674272
ME222130598,38.7943558,-121.2857054
41055653,37.5241293,-121.975317
41055492,38.1662358,-122.1268922
ME224003469,37.9257707,-121.3083418
ME223036670,38.4223528,-121.3405284
ML81969144,38.0697421,-122.2085027
ME222145892,37.6698968,-120.9644612
ME223029604,37.9914501,-121.3330305
ME224067606,38.770358,-121.3407846
ME224029905,38.7466905,-121.2347311
ME224054235,38.412212,-121.3669643
ME223050920,37.9635776,-121.3074476
BA324000866,38.4487852,-122.6702212
ME223086592,37.7765056,-121.1985295
ME223027992,37.7839158,-121.2392633
ME224015250,38.7297175,-121.2314778
ML81955911,36.6594801,-121.6716428
ME223091729,38.7936179,-121.2790504
41037386,38.1946013,-122.1426951
ME223014447,37.69527070000001,-121.0362436
ME222128198,37.977885,-121.2956664
ME222146831,38.0257383,-121.2991495
ME223019820,38.7910993,-121.3739544
BA324028617,38.283348,-122.0327329
ME222141675,37.986466,-121.2861865
ML81967253,37.404314,-121.8676617
ML81947490,37.9797392,-121.2964198
ML81924735,37.2421312,-121.7767917
ME223052840,38.05099,-121.269978
ME224018391,38.7592125,-121.3237003
ML81936351,38.4029086,-121.4331248
41035772,38.151747,-122.2569552
ME224049415,37.9429408,-121.2792645
ME223076491,37.678414,-120.9310586
ME224020937,38.7239098,-121.297054
ME222149809,37.7420465,-122.1530271
41044205,37.7808402,-121.2950776
41044126,37.6221863,-122.0844944
CRMC22230692,37.3305334,-120.4884321
ME223065505,37.6691596,-120.9804412
ME223074958,38.0333928,-121.2982859
ME223014719,37.3229333,-120.5255585
41021605,37.8452578,-122.2664577
ML81962076,37.5573665,-122.315978
ML81956935,37.5478531,-122.2971437
ME224008249,38.7133367,-121.2622566
ML81925448,37.3592393,-121.8350296
ME223007153,37.8180695,-121.2426502
ME224010932,38.7550551,-121.3555636
ME224037866,37.7626697,-121.2067515
ME223053677,38.7742377,-121.3554293
ME224050790,37.95750719999999,-121.336165
ME224060863,37.6484697,-120.9024014
ME224037686,38.7648949,-121.3200877
ME223001143,38.0337888,-121.2746293
ME223038838,38.730793,-121.374489
ME224034903,37.779408,-122.2046041
ME222148118,37.9723876,-121.3339791
ME224035582,38.75465459999999,-121.3402387
ME223023241,37.6572093,-121.0463279
ME223099053,38.421478,-121.4241753
ME223014328,37.3272667,-120.5243473
ML81919858,38.2830456,-122.0358908
41034037,37.9482919,-122.3546975
ME224044360,38.7088615,-121.3054368
ME223024453,37.6600946,-120.9804503
ML81916967,37.323624,-121.8286828
BA324061046,38.447502,-122.745692
ME223027764,37.9910808,-121.3599284
ML81941433,37.6957792,-121.0214489
ME223059853,38.0520171,-121.3597686
ME222108477,37.6145087,-120.9726094
ME223086916,38.7989138,-121.3749757
ME223108687,38.7497253,-121.2999743
ME224038898,37.6731292,-120.9661092
41041969,37.6898684,-121.7824471
ME224029581,37.71099,-121.4395126
ME224013290,37.9370463,-121.2518569
41052595,37.5366937,-121.9636202
ME224007326,38.7398082,-121.2396196
ML81921673,37.5783714,-122.3187135
41047849,37.9849323,-122.3540851
ME223000275,38.7280979,-121.2486878
ME222141972,38.7166426,-121.3151579
41059578,37.6700363,-121.7782672
ME223061441,37.04670309999999,-120.8478307
ML81926119,37.7535404,-122.1603677
ME223039691,38.729192,-121.363305
ML81952009,37.3421002,-121.8231149
41042357,37.5306069,-121.9894663
ME223095400,37.8991777,-121.3133375
ML81932158,37.3811132,-122.0433855
ML81959890,37.3375725,-121.9350381
CRMC23054181,37.3138791,-120.5008098
41025749,37.2024886,-121.8426057
ML81960841,37.2804738,-121.9894835
41022716,38.3919476,-121.9807751
ME224073612,37.65218540000001,-121.0482349
BA324015016,38.2570467,-122.0428248
ME224036279,38.7111096,-121.3097643
ME224040205,37.6865651,-121.0328295
ME223006197,38.7408848,-121.2488282
ME223067143,37.8136685,-121.1944845
CROC24075953,37.3072709,-120.4633858
ME223004358,37.6750355,-120.9265807
ME223062254,37.6831291,-121.0229724
ME223034129,38.7675947,-121.3910984
41047170,37.64464820000001,-122.0849651
BA324037458,38.1477012,-122.2557561
ME223030057,38.7605647,-121.3201397
ME224026607,38.7277237,-121.2550223
ME223110276,37.6359391,-121.0070839
ME223001061,37.98632509999999,-121.2843076
BA323001419,37.5207875,-121.9697818
ME224077629,37.6943396,-120.9596725
41024632,38.0338673,-121.3481698
ME222142039,37.6945244,-120.9784586
ME224092876,37.750652,-121.4448814
CRMC23139049,37.3409407,-120.4942244
41019974,37.9403171,-122.3093317
ME224022608,38.7822576,-121.3554381
ME222116447,37.8071961,-121.2441057
ME222147158,37.9688828,-121.3041525
41019208,37.7765464,-122.2217553
ME223087414,38.015275,-121.2864286
ME223015699,38.0390475,-121.3262279
BA324049812,38.4692216,-122.6418083
ME223085049,37.6822417,-120.9432697
ML81922380,37.5454785,-122.0085106
ML81914899,37.7212486,-121.4671984
41022418,37.6356083,-122.0887741
ME223082746,38.42817489999999,-121.3551015
41065963,37.6829212,-121.7372752
ME224086368,38.5579507,-121.2220118
ME223007027,38.4472193,-121.3824709
ME223052528,38.051805,-121.270984
ME223076088,37.3227685,-120.4604046
ME223021106,37.6882274,-120.9613551
41031633,37.9092638,-122.3092676
BA324037014,38.4373079,-122.747604
ME223044408,37.7561546,-121.4414888
ME222141495,37.7282866,-121.4216479
ML81951907,37.3597872,-122.0603515
41048283,37.5332233,-121.9726884
ME224044162,37.6760339,-120.9778467
ME223013877,37.6963308,-120.9851453
ME222147346,37.9449686,-121.316828
41019379,37.6737093,-121.790808
ME224057745,37.6737706,-121.0194987
ML81930736,36.667309,-121.6554255
ME223091106,38.6744189,-121.3144642
ME224009675,38.0357781,-121.3333252
ME222080653,38.0498044,-121.2716009
ML81917015,36.7098651,-121.6153454
41021927,37.5252207,-121.9774522
ME223055699,38.048281,-121.406479
ML81914397,37.5262392,-121.9626342
ME223097913,38.0143461,-121.3613441
41052598,37.7564365,-122.1596164
ME223074680,38.0388998,-121.3301128
ME223024787,37.92345,-121.2997357
ME223054880,37.9538894,-121.2512951
BA324007897,38.4363524,-122.5906719
41047168,37.5132435,-121.9215468
ME222150529,37.9299347,-121.2804443
ME223022462,37.6538023,-120.9683258
ML81947609,37.2690441,-121.8767914
ME222141607,38.7274941,-121.3612993
41044901,37.9270618,-122.334971
BA323908025,38.2549602,-122.0607059
ME222140327,37.9431094,-121.2924097
ME224085614,37.3086557,-120.5021637
ML81943352,37.2869095,-121.8358082
ME223054578,37.6696983,-120.9456599
ML81951909,37.2701083,-121.9221011
ME224047560,37.5976575,-121.0074527
ME223071651,38.0419907,-121.3629568
ML81928040,37.54014919999999,-122.2846018
BA324039159,38.3624189,-122.0091233
41062304,38.2573903,-122.0433115
41038319,37.64356679999999,-122.0983262
41027675,37.6823937,-121.7500078
ME223073555,38.7888247,-121.3509358
41023455,37.6347268,-122.0814166
ML81919183,37.3656316,-122.0486732
ME222148326,37.8317482,-121.246147
ME223019164,38.765489,-121.2263142
ME223083876,37.9105617,-121.3130122
ML81917595,37.664569,-122.0749783
41045248,37.9490326,-122.352621
ME223069144,37.9821569,-121.3039027
ME224044855,38.4123458,-121.4038816
ML81962911,36.7019257,-121.6362634
ML81940342,37.5754789,-122.3136944
41056703,37.7841873,-121.2463545
ME224022472,38.0155245,-121.3509586
41049133,37.8436827,-122.2501046
ML81960223,36.7063046,-121.6292699
BA324026092,38.5144441,-122.7648795
ME223065097,37.6934247,-121.0371867
ME223092217,38.395936,-121.4383409
BA324010950,38.3335163,-121.9731418
41049388,37.7216527,-121.7322784
ME223103108,38.0368653,-121.3629754
BA324042444,38.4388593,-122.6519182
ME222148259,37.9654524,-121.3488569
ME224084109,38.7823052,-121.2969911
41023277,37.6481887,-122.0387956
ME224027060,38.6846799,-121.3139489
ME223111511,37.61070309999999,-120.945173
ME223063399,38.7929875,-121.2706984
ME224059698,37.6596277,-120.962631
BA324048915,38.3489379,-121.936017
ML81918053,37.3328693,-121.775956
41044760,37.9486862,-122.3393372
CRFR24121154,38.7893818,-121.3457403
BA323028534,38.1201335,-122.2603147
ME224007959,38.791529,-121.374182
ME224051232,38.4308635,-121.3860653
ME223035840,38.4438927,-121.3834614
ME223104670,37.7026946,-121.0237247
ME224052308,38.4097894,-121.3379396
ME224009162,38.685879,-121.2811974
ME224052392,37.9671021,-121.2771281
